oem,oem_norm,fbt
4812 140 10246,481214010246,FBT13818
4812 140 10247,481214010247,FBT13827
4812 140 10269,481214010269,FBT13831
4812 140 10271,481214010271,FBT13827
4812 140 10274,481214010274,FBT13829
4812 140 10294,481214010294,FBT13820
4812 140 10306,481214010306,FBT13830
4812 140 10325,481214010325,FBT40167
4812 140 10349,481214010349,FBT43410
4812 140 10353,481214010353,FBT13830
4812 140 10369,481214010369,FBT40057
4812 140 10421,481214010421,FBT40057
4822 140 10194,482214010194,FBT13827
4822 140 10246,482214010246,FBT13818
4822 140 10247,482214010247,FBT13827
4822 140 10269,482214010269,FBT13831
4822 140 10271,482214010271,FBT13827
4822 140 10274,482214010274,FBT13829
4822 140 10294,482214010294,FBT13820
4822 140 10294,482214010294,FBT13830
4822 140 10306,482214010306,FBT13830
4822 140 10325,482214010325,FBT40167
4822 140 10349,482214010349,FBT43410
4822 140 10353,482214010353,FBT13830
4822 140 10356,482214010356,FBT13830
4822 140 10367,482214010367,FBT13830
4822 140 10369,482214010369,FBT40057
4822 140 10375,482214010375,FBT43410
4822 140 10379,482214010379,FBT40057
4822 140 10381,482214010381,FBT43413
4822 140 10406,482214010406,FBT40186
4822 140 10421,482214010421,FBT40057
4822 140 10422,482214010422,FBT40057
4822 140 10441,482214010441,FBT40358
4822 140 10442,482214010442,FBT40462
4822 140 10474,482214010474,FBT40192
4822 140 10483,482214010483,FBT40193
4822 140 10501,482214010501,FBT40385
4822 140 10503,482214010503,FBT40465
4822 140 10505,482214010505,FBT40398
4822 140 10515,482214010515,FBT40386
4822 140 10525,482214010525,FBT40382
4822 140 10526,482214010526,FBT40602
4822 140 10527,482214010527,FBT40989
4822 140 10528,482214010528,FBT40483
4822 140 10543,482214010543,FBT40381
4822 140 10544,482214010544,FBT40322
4822 140 10545,482214010545,FBT40385
4822 140 10551,482214010551,FBT40392
4822 140 10552,482214010552,FBT40635
4822 140 10557,482214010557,FBT41055
4822 140 10559,482214010559,FBT40754
4822 140 10561,482214010561,FBT40492
4822 140 10562,482214010562,FBT40472
4822 140 10563,482214010563,FBT40487
4822 140 10564,482214010564,FBT40322
4822 140 10566,482214010566,FBT40186
4822 140 10567,482214010567,FBT40186
4822 140 10568,482214010568,FBT40870
4822 140 10569,482214010569,FBT40815
4822 140 10583,482214010583,FBT41094
4822 140 10586,482214010586,FBT40487
4822 140 10588,482214010588,FBT41354
4822 140 10595,482214010595,FBT40602
4822 140 10609,482214010609,FBT40186
4822 140 10611,482214010611,FBT40322
4822 140 10612,482214010612,FBT40747
4822 140 10615,482214010615,FBT41045
4822 140 10618,482214010618,FBT40754
4822 140 10621,482214010621,FBT40989
4822 140 10623,482214010623,FBT40486
4822 140 10629,482214010629,FBT41088
4822 140 10635,482214010635,FBT40498
4822 140 10637,482214010637,FBT40666
4822 140 10638,482214010638,FBT40747
4822 140 10639,482214010639,FBT40765
4822 140 10643,482214010643,FBT40563
4822 140 10647,482214010647,FBT40760
4822 140 10649,482214010649,FBT41000
4822 140 10651,482214010651,FBT40816
4822 140 10653,482214010653,FBT40925
4822 140 10664,482214010664,FBT40817
4822 140 10665,482214010665,FBT40810
4822 140 10666,482214010666,FBT40707
4822 140 10669,482214010669,FBT40749
4822 148 60321,482214860321,FBT40186
4822 148 81397,482214881397,FBT40354
4830 140 17017,483014017017,FBT40361
4830 140 17029,483014017029,FBT40762
4835 140 67116,483514067116,FBT40854
4848000,4848000,FBT13830
48632109000,48632109000,FBT40949
48632115000,48632115000,FBT40871
4863211600,4863211600,FBT40828
48632116000,48632116000,FBT40828
48632120000,48632120000,FBT40828
4900 020 073,4900020073,FBT13661
4900 039 661,4900039661,FBT13780
4900 063 776,4900063776,FBT13845
4900 067 861,4900067861,FBT13505
4900 068 298,4900068298,FBT13729
4900 069 299,4900069299,FBT13503
4900 071 471,4900071471,FBT40418
4900 071 821,4900071821,FBT13503
4900 075 983,4900075983,FBT40025
4900 076 153,4900076153,FBT13503
4900 076 983,4900076983,FBT40025
4900 078 302,4900078302,FBT13505
4900 078 458,4900078458,FBT40418
4900 078 955,4900078955,FBT40218
4900 078 955 S,4900078955S,FBT40218
4900 079 601,4900079601,FBT40024
4900 080 866,4900080866,FBT40631
49900 071 821,49900071821,FBT13503
500 878 90,50087890,FBT41334
50270126,50270126,FBT40052
5062690228,5062690228,FBT40960
5062690600,5062690600,FBT40684
50 BN 0093,50BN0093,FBT41086
50 BN 0100,50BN0100,FBT43305
50H0000075,50H0000075,FBT40010
50H0000088,50H0000088,FBT40155
50H0000119,50H0000119,FBT40226
50H0000120,50H0000120,FBT40265
50H0000121,50H0000121,FBT40539
50H0000124,50H0000124,FBT40265
50H0000134,50H0000134,FBT40393
50H0000142,50H0000142,FBT40393
50H0000152,50H0000152,FBT40491
50H0000155,50H0000155,FBT40393
50H0000164,50H0000164,FBT40902
50H0000167,50H0000167,FBT40902
50H0000174,50H0000174,FBT40393
50H0000177,50H0000177,FBT40473
50H0000181,50H0000181,FBT40708
50H0000200,50H0000200,FBT40931
50H0000202,50H0000202,FBT40741
50H0000204,50H0000204,FBT40752
50H0000205,50H0000205,FBT40758
50H0000206,50H0000206,FBT40756
50H0000211,50H0000211,FBT40722
50H0000214,50H0000214,FBT40741
50H0000215,50H0000215,FBT40795
50H0000216,50H0000216,FBT40822
50H0000225,50H0000225,FBT40891
50H0000229,50H0000229,FBT40903
50H0000233,50H0000233,FBT40908
50H0000234,50H0000234,FBT40909
50H0000235,50H0000235,FBT40904
50H0000238,50H0000238,FBT40934
50H0000240,50H0000240,FBT40978
50H0000242,50H0000242,FBT40930
50H0000250,50H0000250,FBT41171
50H0000252,50H0000252,FBT41170
50H0000260,50H0000260,FBT41343
50H0000262,50H0000262,FBT41284
50H0000273,50H0000273,FBT41359
50H0000277,50H0000277,FBT41280
50H0000278,50H0000278,FBT41282
50H0000279,50H0000279,FBT41278
50H0000301,50H0000301,FBT41281
50H0000312,50H0000312,FBT41319
5100-050014-00,510005001400,FBT41197
5100-050029-00,510005002900,FBT41192
5100-051100-00,510005110000,FBT41134
5100-051100-20,510005110020,FBT41134
5100-051101-00,510005110100,FBT41052
5101-051029-01,510105102901,FBT41192
5101-051305-00,510105130500,FBT41288
5101-051309-01,510105130901,FBT41328
51-13914-1,51139141,FBT40257
51-14145-1,51141451,FBT40257
51297300,51297300,FBT13596
513 24800,51324800,FBT40112
51F4-05001A-00,51F405001A00,FBT40256
51JE-051100-00,51JE05110000,FBT41134
51LC-051100-00,51LC05110000,FBT40256
51LC-05110U-00,51LC05110U00,FBT40256
523990732,523990732,FBT41398
525.567,525567,FBT13646
525.575,525575,FBT13646
525.577,525577,FBT13723
525.582,525582,FBT13661
525.583,525583,FBT13661
525.584,525584,FBT13664
525.585,525585,FBT13664
525.589,525589,FBT13661
525.590,525590,FBT13664
525.592,525592,FBT13664
525.593,525593,FBT13823
525.595,525595,FBT13664
525.596,525596,FBT13823
525.597,525597,FBT13816
525.598,525598,FBT13817
525.599,525599,FBT13816
525.620,525620,FBT13817
531 02166,53102166,FBT40815
531 02171,53102171,FBT40492
531 02177,53102177,FBT40186
531 02179,53102179,FBT41094
531 02201,53102201,FBT40487
531 02205,53102205,FBT40487
531 02208,53102208,FBT40976
531 02229,53102229,FBT40747
531 02231,53102231,FBT41088
531 02232,53102232,FBT40186
531 02234,53102234,FBT40322
531 02279,53102279,FBT40801
531 02282,53102282,FBT41000
531 02323,53102323,FBT40749
531 02324,53102324,FBT40810
531 02325,53102325,FBT40817
531 02326,53102326,FBT40707
531 02327,53102327,FBT40707
531 02365,53102365,FBT40709
531 02388,53102388,FBT41006
531 02397,53102397,FBT40855
531 02417,53102417,FBT40966
531 02429,53102429,FBT40859
531 02452,53102452,FBT40991
531 02464,53102464,FBT40990
531 02506,53102506,FBT40845
531 02529,53102529,FBT40948
531 02532,53102532,FBT40852
531 02557,53102557,FBT41053
531 02598,53102598,FBT41199
531100050,531100050,FBT40495
531 98025,53198025,FBT40799
531 98026,53198026,FBT40823
5322 140 10333,532214010333,FBT40232
534 TX 0103,534TX0103,FBT13661
534 TX 0120,534TX0120,FBT13664
534 TX 0122,534TX0122,FBT13661
534 TX 0133,534TX0133,FBT13780
534 TX 0142,534TX0142,FBT13823
534 TX 0152,534TX0152,FBT13664
534 TX 0173,534TX0173,FBT13816
534 TX 0178,534TX0178,FBT13816
534 TX 0182,534TX0182,FBT13817
534 TX 0189,534TX0189,FBT13817
534 TX 0208,534TX0208,FBT13828
534 TX 0214,534TX0214,FBT13823
534 TX 0219,534TX0219,FBT13826
534 TX 0222,534TX0222,FBT13826
534 TX 0249,534TX0249,FBT13505
534 TX 0257,534TX0257,FBT13729
534 TX 0258,534TX0258,FBT13729
534 TX 0261,534TX0261,FBT13504
534 TX 0262,534TX0262,FBT13503
534 TX 0263,534TX0263,FBT40074
534 TX 0267,534TX0267,FBT13503
534 TX 0269,534TX0269,FBT40418
534 TX 0271,534TX0271,FBT40025
534 TX 0272,534TX0272,FBT13729
534 TX 0273,534TX0273,FBT13503
534 TX 0274,534TX0274,FBT40024
534 TX 0279,534TX0279,FBT13505
534 TX 0280,534TX0280,FBT13729
534 TX 0281,534TX0281,FBT13504
534 TX 0285,534TX0285,FBT40418
534 TX 0286,534TX0286,FBT40025
534 TX 0291,534TX0291,FBT40218
534 TX 0298,534TX0298,FBT40395
534 TX 0303,534TX0303,FBT40613
534 TX 0304,534TX0304,FBT40349
534 TX 0306,534TX0306,FBT40521
534 TX 0318,534TX0318,FBT40530
534 TX 0339,534TX0339,FBT40538
534 TX 0349,534TX0349,FBT40538
534 TX 0350,534TX0350,FBT40531
534 TX 0406,534TX0406,FBT40437
534 TX 0407,534TX0407,FBT40395
534 TX 0408,534TX0408,FBT40395
534 TX 0410,534TX0410,FBT40437
534 TX 0411,534TX0411,FBT40528
534 TX 0422,534TX0422,FBT13503
534 TX 0424,534TX0424,FBT40650
534 TX 0426,534TX0426,FBT40528
534 TX 0435,534TX0435,FBT40437
546 61 037 0K,546610370K,FBT40766
546 62 013 0K,546620130K,FBT40724
546 62 021 0K,546620210K,FBT40726
546 62 025 0K,546620250K,FBT40728
546 62 036 0K,546620360K,FBT40550
546 62 037 0K,546620370K,FBT40727
546 62 039 0K,546620390K,FBT40701
560 290 70,56029070,FBT41292
560 290 7A,5602907A,FBT41292
5730001 A,5730001A,FBT40002
580.671,580671,FBT13756
580.671/4,5806714,FBT13756
58 10106-01,581010601,FBT13662
58 10106-02,581010602,FBT13662
58 10110-01,581011001,FBT13814
58 10110-02,581011002,FBT13814
581.120,581120,FBT13756
581.210,581210,FBT40019
581.210/5,5812105,FBT40019
581.327,581327,FBT40103
581.327/6,5813276,FBT40019
581.369,581369,FBT13995
58-61342-01,586134201,FBT13830
58-63748-01,586374801,FBT40250
58 65164-01,586516401,FBT40045
5908-05008A-AA,590805008AAA,FBT13964
5908-05009A-AA,590805009AAA,FBT13604
5908-05010A-AA,590805010AAA,FBT40176
5911-05012A-AA,591105012AAA,FBT13604
5911-05018A-AA,591105018AAA,FBT13964
5 TH 1000069,5TH1000069,FBT40010
5 TH 1000072,5TH1000072,FBT40044
5 TH 1000075,5TH1000075,FBT40010
5 THU 000063,5THU000063,FBT40044
5 THU 000069,5THU000069,FBT40010
602420001551,602420001551,FBT40784
60400000421,60400000421,FBT41093
604100000571,604100000571,FBT40749
6041 000 00601,604100000601,FBT41172
60412893,60412893,FBT13504
604200000210,604200000210,FBT40425
604200000240,604200000240,FBT40705
604200000261,604200000261,FBT13729
604200000271,604200000271,FBT40705
604200000280,604200000280,FBT40426
604200000291,604200000291,FBT40426
604200000330,604200000330,FBT40426
604200000341,604200000341,FBT40784
604200000361,604200000361,FBT40753
604200000371,604200000371,FBT40753
604200000381,604200000381,FBT41031
604200000421,604200000421,FBT41093
604200000431,604200000431,FBT41290
604200000541,604200000541,FBT41373
604200000551,604200000551,FBT40725
604200000561,604200000561,FBT40784
604200000581,604200000581,FBT40905
604200000721,604200000721,FBT40044
604200001551,604200001551,FBT40784
604200001571,604200001571,FBT40912
604200001591,604200001591,FBT40784
604200001611,604200001611,FBT41311
604200001631,604200001631,FBT41321
604200001651,604200001651,FBT41092
604200001661,604200001661,FBT40784
604200230,604200230,FBT40426
604200243270,604200243270,FBT13503
604200370110,604200370110,FBT13661
604200900001,604200900001,FBT40797
604200900011,604200900011,FBT40753
604200900021,604200900021,FBT40907
604200900051,604200900051,FBT41279
604290320011,604290320011,FBT40910
6045500,6045500,FBT40200
610 017 8564,6100178564,FBT13957
610 017 9974,6100179974,FBT40197
610 018 6811,6100186811,FBT13952
610 233 6078,6102336078,FBT41032
6161200,6161200,FBT40094
6164600,6164600,FBT40612
61646-3243,616463243,FBT40612
6174B-8001 A,6174B8001A,FBT40630
6174V-6002 A,6174V6002A,FBT41314
6174V-6002 B,6174V6002B,FBT41314
6174V-6002 F,6174V6002F,FBT41130
6174V-6002 K,6174V6002K,FBT41178
6174V-6002 T,6174V6002T,FBT41368
6174V-6003 E,6174V6003E,FBT41365
6174V-6003 Q,6174V6003Q,FBT41402
6174V-6003 X,6174V6003X,FBT41399
6174V-6006 E,6174V6006E,FBT41370
6174V-7002 B,6174V7002B,FBT40152
6174V-7002 C,6174V7002C,FBT40152
6174Z-1010 B,6174Z1010B,FBT41016
6174Z-1020 B,6174Z1020B,FBT41016
6174Z-6005 U,6174Z6005U,FBT41366
6174Z-6012 A,6174Z6012A,FBT41369
6174Z-8001 A,6174Z8001A,FBT40630
6174Z-8002 A,6174Z8002A,FBT40551
6174Z-8004 A,6174Z8004A,FBT41367
6174Z-8005 A,6174Z8005A,FBT41314
6174Z-8005 E,6174Z8005E,FBT41314
6174Z-8005 G,6174Z8005G,FBT41130
6174Z-8006 A,6174Z8006A,FBT40738
6174Z-8006 B,6174Z8006B,FBT40738
618371Q,618371Q,FBT43073
63-0196,630196,FBT40044
632039000,632039000,FBT13775
632041000,632041000,FBT13786
632043000,632043000,FBT13775
632044000,632044000,FBT40113
632045000,632045000,FBT13775
632047000,632047000,FBT40019
632047000,632047000,FBT40026
632048.00,63204800,FBT40162
632048000,632048000,FBT40162
632054000,632054000,FBT40113
632054100,632054100,FBT40113
632055000,632055000,FBT40026
632058000,632058000,FBT13786
632059000,632059000,FBT40026
632063000,632063000,FBT40023
632071000,632071000,FBT40454
632076000,632076000,FBT40341
632077000,632077000,FBT40360
632089000,632089000,FBT40409
632090000,632090000,FBT40706
632091000,632091000,FBT40429
632094000,632094000,FBT40742
632096000,632096000,FBT40405
63209800,63209800,FBT40408
632098000,632098000,FBT40408
632099000,632099000,FBT40706
632106000,632106000,FBT40977
632107000,632107000,FBT40745
632109000,632109000,FBT40949
63 60008-01,636000801,FBT13814
63 60008-02,636000802,FBT13814
64797.00,6479700,FBT40084
653.01,65301,FBT40532
6539702-02,653970202,FBT40744
65 692 00,6569200,FBT13503
695 99 0052,695990052,FBT40560
700402044,700402044,FBT13756
700402053,700402053,FBT13756
700402060,700402060,FBT40019
700402073,700402073,FBT40019
700402074,700402074,FBT40019
700402075,700402075,FBT40103
700402079,700402079,FBT40019
700402080,700402080,FBT40103
700402082,700402082,FBT40019
700402084,700402084,FBT40019
700402086,700402086,FBT40019
700402086,700402086,FBT40103
700402088,700402088,FBT40967
700402092,700402092,FBT40103
700402097,700402097,FBT40019
700402098,700402098,FBT40103
700402108,700402108,FBT40504
700402109,700402109,FBT40504
700402112,700402112,FBT40481
700402113,700402113,FBT40373
700402122,700402122,FBT40953
700402127,700402127,FBT40481
700402140,700402140,FBT40504
700402153,700402153,FBT40490
700402164,700402164,FBT40537
700402165,700402165,FBT40704
700402165,700402165,FBT40762
700402178,700402178,FBT40780
700402181,700402181,FBT40780
700402187,700402187,FBT40704
700402195,700402195,FBT40877
700402198,700402198,FBT40871
700402203,700402203,FBT40911
700402205,700402205,FBT40704
700402207,700402207,FBT40828
700402208,700402208,FBT40751
700402215,700402215,FBT40750
70 523 00,7052300,FBT40153
707955301,707955301,FBT43073
707956201,707956201,FBT40952
72002-000.0700,720020000700,FBT40331
72002-000.0800,720020000800,FBT40766
720203,720203,FBT40504
72 3164,723164,FBT13611
724 678 8,7246788,FBT43410
725 021 0,7250210,FBT13782
725 552 4,7255524,FBT13923
725 736 3,7257363,FBT13782
725 813 0,7258130,FBT13721
725 888 2,7258882,FBT13743
726 015 1,7260151,FBT13654
726 074 8,7260748,FBT13925
726 112 6,7261126,FBT13922
726 279 3,7262793,FBT13809
726 387 4,7263874,FBT13700
726 419 5,7264195,FBT13700
726 537 4,7265374,FBT40063
726 579 6,7265796,FBT13925
726 757 6,7267576,FBT40043
726 757 8,7267578,FBT40043
726 893 1,7268931,FBT13793
726 932 7,7269327,FBT13794
726 970 7,7269707,FBT13665
727 173 7,7271737,FBT13793
727 265 1,7272651,FBT40102
727 362 6,7273626,FBT13849
727 479 8,7274798,FBT40089
727 563 9,7275639,FBT40344
727 646 2,7276462,FBT40396
727 689 2,7276892,FBT13806
727 864 1,7278641,FBT13727
727 907 8,7279078,FBT13665
727 944 1,7279441,FBT40064
728 253 6,7282536,FBT40633
728 400 3,7284003,FBT13700
728 500 0,7285000,FBT40179
728 519 0,7285190,FBT40200
728 548 9,7285489,FBT40200
728 600 8,7286008,FBT40171
728 634 7,7286347,FBT40043
728 675 0,7286750,FBT13481
728 804 6,7288046,FBT40176
728 844 2,7288442,FBT13604
728 892 1,7288921,FBT40173
728 930 9,7289309,FBT40199
729 044 8,7290448,FBT13700
729 095 0,7290950,FBT40389
729 117 2,7291172,FBT13700
729 188 3,7291883,FBT40044
729 194 1,7291941,FBT40010
729 208 9,7292089,FBT40179
729 234 5,7292345,FBT40183
729 293 1,7292931,FBT40022
729 324 4,7293244,FBT40173
729 348 3,7293483,FBT13964
729 415 0,7294150,FBT40677
729 458 0,7294580,FBT40006
729 491 1,7294911,FBT40424
729 588 4,7295884,FBT40200
729 642 9,7296429,FBT40081
729 748 4,7297484,FBT40023
729 883 9,7298839,FBT40089
7445520,7445520,FBT40447
75 0025,750025,FBT13573
75 0816,750816,FBT13611
75 1427,751427,FBT13616
75 1593,751593,FBT13618
75 1596,751596,FBT13617
75 1972,751972,FBT13620
75 4368,754368,FBT13743
75 4549,754549,FBT40063
75 4795,754795,FBT13743
75 5036,755036,FBT40064
75 5057,755057,FBT40063
75 5513,755513,FBT40064
75 6172,756172,FBT40061
75 6353,756353,FBT40058
75 6570,756570,FBT40067
75 6598,756598,FBT40065
75 6947,756947,FBT40068
75 7184,757184,FBT40058
75 8266,758266,FBT40097
75 8485,758485,FBT40326
75 8503,758503,FBT40326
75 8871,758871,FBT40241
75 8914,758914,FBT40329
75955-045.08,7595504508,FBT40669
75955-045.0800,759550450800,FBT40669
75955-045.09,7595504509,FBT41106
75955-045.0900,759550450900,FBT41106
75955-058.02,7595505802,FBT41106
75955-058.0200,759550580200,FBT41106
75955-058.03,7595505803,FBT40662
75955-058.0300,759550580300,FBT40662
75955-058.04,7595505804,FBT40669
75955-058.0400,759550580400,FBT40669
75955-058.13,7595505813,FBT41106
75955-058.1300,759550581300,FBT41106
75955-093.0900,759550930900,FBT41382
75955-094.43,7595509443,FBT40809
75955-094.4300,759550944300,FBT40809
75955-095.00,7595509500,FBT41047
75955-095.0000,759550950000,FBT41047
75955-097.53,7595509753,FBT41108
75955-097.5300,759550975300,FBT41108
75955-097.7800,759550977800,FBT41264
75955-098.82,7595509882,FBT40669
75955-098.8200,759550988200,FBT40669
75955-098.8900,759550988900,FBT41345
75955-098.97,7595509897,FBT41071
75955-098.9700,759550989700,FBT41071
75955-099.54,7595509954,FBT40669
75955-099.5400,759550995400,FBT40669
75955-099.61,7595509961,FBT40906
75955-099.6100,759550996100,FBT40906
75955-105.84,7595510584,FBT41126
75955-105.8400,759551058400,FBT41126
75955-106.30,7595510630,FBT40939
75955-106.3000,759551063000,FBT40939
75955-107.6600,759551076600,FBT41186
75955-107.7500,759551077500,FBT41111
75955-107.8500,759551078500,FBT41273
75955-109.4900,759551094900,FBT41272
75955-109.58,7595510958,FBT41222
75955-109.5800,759551095800,FBT41222
75955-110.06,7595511006,FBT41313
75955-110.0600,759551100600,FBT41313
75955-110.81,7595511081,FBT41123
75955-110.8100,759551108100,FBT41123
75955-111.66,7595511166,FBT41312
